"Country"|"InstCode"|"CMSstatus"|"NameCMS"|"NamfCMS"|"lpc-fellows"|"lpc-all"
"USA"|"RICE"|"Yes"|"Padley"|"Brian Paul"||
"USA"|"RICE"|"Yes"|"Redjimi"|"Radia"||
"USA"|"RICE"|"Yes"|"Roberts"|"Jay"||
"USA"|"RICE"|"Yes"|"Rorie"|"Jamal"||
"USA"|"RICE"|"Yes"|"Tu"|"Zhoudunming"||
"USA"|"RICE"|"Yes"|"Yepes"|"Pablo"||
"USA"|"RICE"|"Yes"|"Zabel"|"James"||1
"USA"|"ROCHESTER"|"Yes"|"Betchart"|"Burton"||
"USA"|"ROCHESTER"|"Yes"|"Bodek"|"Arie"||
"USA"|"ROCHESTER"|"Yes"|"Covarelli"|"Roberto"||
"USA"|"ROCHESTER"|"Yes"|"Davydov"|"Mikhail"||
"USA"|"ROCHESTER"|"Yes"|"de Barbaro"|"Pawel"||
"USA"|"ROCHESTER"|"Yes"|"Demina"|"Regina"||
"USA"|"ROCHESTER"|"Yes"|"Duh"|"Yi-ting"||
"USA"|"ROCHESTER"|"Yes"|"Eshaq"|"Yossof"||
"USA"|"ROCHESTER"|"Yes"|"Garcia-Bellido"|"Aran"||
"USA"|"ROCHESTER"|"Yes"|"Goldenzweig"|"Pablo"||
"USA"|"ROCHESTER"|"Yes"|"Han"|"Jiyeon"||1
"USA"|"ROCHESTER"|"Yes"|"Harel"|"Amnon"||
"USA"|"ROCHESTER"|"Yes"|"Khukhunaishvili"|"Aleko"||
"USA"|"ROCHESTER"|"Yes"|"Lo"|"Kin Ho"||
"USA"|"ROCHESTER"|"Yes"|"Melissinos"|"Adrian"||
"USA"|"ROCHESTER"|"Yes"|"Petrillo"|"Gianluca"||
"USA"|"ROCHESTER"|"Yes"|"Sakumoto"|"Willis"||
"USA"|"ROCHESTER"|"Yes"|"Vishnevskiy"|"Dmitry"||
"USA"|"ROCHESTER"|"Yes"|"Zielinski"|"Marek"||1
"USA"|"ROCKEFELLER"|"Yes"|"Bhatti"|"Anwar"||1
"USA"|"ROCKEFELLER"|"Yes"|"Ciesielski"|"Robert"||
"USA"|"ROCKEFELLER"|"Yes"|"Demortier"|"Luc"||
"USA"|"ROCKEFELLER"|"Yes"|"Goulianos"|"Konstantin"||
"USA"|"ROCKEFELLER"|"No"|"Lungu"|"Gheorghe"|1|1
"USA"|"ROCKEFELLER"|"No"|"Malik"|"Sarah"|1|1
"USA"|"ROCKEFELLER"|"Yes"|"Mesropian"|"Christina"||
"USA"|"RUTGERS"|"Yes"|"Arora"|"Sanjay"||1
"USA"|"RUTGERS"|"Yes"|"Barker"|"Anthony"||1
"USA"|"RUTGERS"|"Yes"|"Chou"|"John Paul"|1|1
"USA"|"RUTGERS"|"Yes"|"Contreras-Campana"|"Christian"||
"USA"|"RUTGERS"|"Yes"|"Contreras-Campana"|"Emmanuel"||1
"USA"|"RUTGERS"|"Yes"|"Duggan"|"Daniel"||1
"USA"|"RUTGERS"|"Yes"|"Feld"|"David"||
"USA"|"RUTGERS"|"Yes"|"Ferencek"|"Dinko"||1
"USA"|"RUTGERS"|"Yes"|"Gershtein"|"Yuri"|1|1
"USA"|"RUTGERS"|"Yes"|"Gómez Espinosa"|"Tirso Alejandro"||1
"USA"|"RUTGERS"|"Yes"|"Gray"|"Richard"||1
"USA"|"RUTGERS"|"Yes"|"Halkiadakis"|"Eva"|1|1
"USA"|"RUTGERS"|"Yes"|"Hidas"|"Dean"||1
"USA"|"RUTGERS"|"Yes"|"Hughes"|"Elliot"||1
"USA"|"RUTGERS"|"Yes"|"Kaplan"|"Steven"||1
"USA"|"RUTGERS"|"Yes"|"Kunnawalkam Elayavalli"|"Raghav"||
"USA"|"RUTGERS"|"Yes"|"Laflotte"|"Ian"||
"USA"|"RUTGERS"|"Yes"|"Lath"|"Amitabh"||1
"USA"|"RUTGERS"|"Yes"|"Panwalkar"|"Shruti"||
"USA"|"RUTGERS"|"Yes"|"Park"|"Michael"||
"USA"|"RUTGERS"|"Yes"|"Patel"|"Rishi"||1
"USA"|"RUTGERS"|"Yes"|"Rekovic"|"Vladimir"||
"USA"|"RUTGERS"|"Yes"|"Robles"|"Jorge"||
"USA"|"RUTGERS"|"Yes"|"Salur"|"Sevil"||
"USA"|"RUTGERS"|"Yes"|"Schnetzer"|"Steve"||
"USA"|"RUTGERS"|"Yes"|"Seitz"|"Claudia"||1
"USA"|"RUTGERS"|"Yes"|"Somalwar"|"Sunil"||1
"USA"|"RUTGERS"|"Yes"|"Stone"|"Robert"||
"USA"|"RUTGERS"|"Yes"|"Thomas"|"Scott"||
"USA"|"RUTGERS"|"Yes"|"Thomassen"|"Peter"||
"USA"|"RUTGERS"|"Yes"|"Walker"|"Matthew"||
"USA"|"RUTGERS"|"Yes"|"Zywicki"|"Patrick"||1
"USA"|"SUNY-BUFFALO"|"Yes"|"Alyari"|"Maral"||
"USA"|"SUNY-BUFFALO"|"Yes"|"Dolen"|"James"|1|1
"USA"|"SUNY-BUFFALO"|"Yes"|"George"|"Jimin"||1
"USA"|"SUNY-BUFFALO"|"Yes"|"Godshalk"|"Andrew"||1
"USA"|"SUNY-BUFFALO"|"Yes"|"Iashvili"|"Ia"||1
"USA"|"SUNY-BUFFALO"|"Yes"|"Jain"|"Supriya"||1
"USA"|"SUNY-BUFFALO"|"Yes"|"Kaisen"|"Josh"||1
"USA"|"SUNY-BUFFALO"|"Yes"|"Kharchilava"|"Avto"||1
"USA"|"SUNY-BUFFALO"|"No"|"Krylova"|"Kristina"||1
"USA"|"SUNY-BUFFALO"|"Yes"|"Kumar"|"Ashish"||1
"USA"|"SUNY-BUFFALO"|"Yes"|"Rappoccio"|"Salvatore"||1
"USA"|"SUNY-BUFFALO"|"No"|"Wan"|"Zongru"||1
"USA"|"TENNESSEE"|"Yes"|"Foerster"|"Mark"||
"USA"|"TENNESSEE"|"Yes"|"Riley"|"Grant"||
"USA"|"TENNESSEE"|"Yes"|"Rose"|"Keith"||1
"USA"|"TENNESSEE"|"Yes"|"Spanier"|"Stefan"||1
"USA"|"TENNESSEE"|"Yes"|"Yang"|"Zong-Chang"||1
"USA"|"TENNESSEE"|"Yes"|"York"|"Andrew"||
"USA"|"TEXAS-TAMU"|"Yes"|"Bouhali"|"Othmane"||
"USA"|"TEXAS-TAMU"|"Yes"|"Castaneda Hernandez"|"Alfredo"||
"USA"|"TEXAS-TAMU"|"Yes"|"Eusebi"|"Ricardo"||1
"USA"|"TEXAS-TAMU"|"Yes"|"Flanagan"|"Will"||1
"USA"|"TEXAS-TAMU"|"Yes"|"Kamon"|"Teruki"||1
"USA"|"TEXAS-TAMU"|"Yes"|"Krutelyov"|"Vyacheslav"||
"USA"|"TEXAS-TAMU"|"Yes"|"Maghrbi"|"Yasser"||
"USA"|"TEXAS-TAMU"|"Yes"|"Montalvo"|"Roy"||1
"USA"|"TEXAS-TAMU"|"Yes"|"Mueller"|"Ryan"||
"USA"|"TEXAS-TAMU"|"No"|"Nguyen"|"Chi Nhan"||1
"USA"|"TEXAS-TAMU"|"Yes"|"Osipenkov"|"Ilya"||1
"USA"|"TEXAS-TAMU"|"Yes"|"Pakhotin"|"Yuriy"||
"USA"|"TEXAS-TAMU"|"Yes"|"Perloff"|"Alexx"||1
"USA"|"TEXAS-TAMU"|"Yes"|"Roe"|"Jeffrey"||
"USA"|"TEXAS-TAMU"|"Yes"|"Rose"|"Anthony"||
"USA"|"TEXAS-TAMU"|"Yes"|"Safonov"|"Alexei"||
"USA"|"TEXAS-TAMU"|"Yes"|"Sakuma"|"Tai"||1
"USA"|"TEXAS-TAMU"|"Yes"|"Suarez"|"Indara"||
"USA"|"TEXAS-TAMU"|"Yes"|"Tatarinov"|"Aysen"||
"USA"|"TEXAS-TECH"|"Yes"|"Akchurin"|"Nural"||1
"USA"|"TEXAS-TECH"|"Yes"|"Cowden"|"Christopher"||1
"USA"|"TEXAS-TECH"|"Yes"|"Damgov"|"Jordan"||1
"USA"|"TEXAS-TECH"|"Yes"|"Dragoiu"|"Cosmin"||1
"USA"|"TEXAS-TECH"|"Yes"|"Dudero"|"Phillip Russell"||1
"USA"|"TEXAS-TECH"|"Yes"|"Faulkner"|"James"||1
"USA"|"TEXAS-TECH"|"No"|"Jeong"|"Chiyoung"||1
"USA"|"TEXAS-TECH"|"Yes"|"Kovitanggoon"|"Kittikul"||1
"USA"|"TEXAS-TECH"|"Yes"|"Kunori"|"Shuichi"||1
"USA"|"TEXAS-TECH"|"Yes"|"Lamichhane"|"Kamal"||
"USA"|"TEXAS-TECH"|"Yes"|"Lee"|"Sung Won"||1
"USA"|"TEXAS-TECH"|"Yes"|"Libeiro"|"Terence"||1
"USA"|"TEXAS-TECH"|"Yes"|"Sill"|"Alan"||
"USA"|"TEXAS-TECH"|"Yes"|"Undleeb"|"Sonaina"||1
"USA"|"TEXAS-TECH"|"Yes"|"Volobouev"|"Igor"||1
"USA"|"TEXAS-TECH"|"Yes"|"Wigmans"|"Richard"||
"USA"|"UCDAVIS"|"Yes"|"Breedon"|"Richard"||
"USA"|"UCDAVIS"|"Yes"|"Breto"|"Guillermo"||
"USA"|"UCDAVIS"|"Yes"|"Burns"|"Dustin"||
"USA"|"UCDAVIS"|"Yes"|"Calderon De La Barca Sanchez"|"Manuel"||
"USA"|"UCDAVIS"|"Yes"|"Cebra"|"Daniel"||
"USA"|"UCDAVIS"|"Yes"|"Chauhan"|"Sushil"||
"USA"|"UCDAVIS"|"Yes"|"Chertok"|"Maxwell"||
"USA"|"UCDAVIS"|"Yes"|"Conway"|"John"||
"USA"|"UCDAVIS"|"Yes"|"Conway"|"Rylan"||
"USA"|"UCDAVIS"|"Yes"|"Cox"|"Peter Timothy"||
"USA"|"UCDAVIS"|"Yes"|"Erbacher"|"Robin"||
"USA"|"UCDAVIS"|"Yes"|"Flores"|"Chad"||
"USA"|"UCDAVIS"|"Yes"|"Gardner"|"Michael"||
"USA"|"UCDAVIS"|"Yes"|"Gearhart"|"Joshua"||
"USA"|"UCDAVIS"|"Yes"|"Gunion"|"Jack"||
"USA"|"UCDAVIS"|"No"|"Kopecky"|"Alexandra"||1
"USA"|"UCDAVIS"|"Yes"|"Mclean"|"Christine"||
"USA"|"UCDAVIS"|"Yes"|"Mulhearn"|"Michael"||
"USA"|"UCDAVIS"|"Yes"|"Pilot"|"Justin"||
"USA"|"UCDAVIS"|"Yes"|"Ricci-Tam"|"Francesca"||
"USA"|"UCDAVIS"|"Yes"|"Shalhout"|"Shalhout"||
"USA"|"UCDAVIS"|"Yes"|"Smith"|"John"||
"USA"|"UCDAVIS"|"Yes"|"Squires"|"Michael"||
"USA"|"UCDAVIS"|"Yes"|"Stolp"|"Dustin"||
"USA"|"UCDAVIS"|"Yes"|"Tos"|"Kyle"||
"USA"|"UCDAVIS"|"Yes"|"Tripathi"|"Mani"||
"USA"|"UCDAVIS"|"No"|"Vasquez Sierra"|"Ricardo"||1
"USA"|"UCDAVIS"|"Yes"|"Vogt"|"Ramona"||
"USA"|"UCDAVIS"|"Yes"|"Wilbur"|"Scott"||
"USA"|"UCDAVIS"|"Yes"|"Yohay"|"Rachel"||
"USA"|"UCLA"|"Yes"|"Andreev"|"Valeri"||
"USA"|"UCLA"|"Yes"|"Arisaka"|"Katsushi"||
"USA"|"UCLA"|"Yes"|"Bern"|"Zvi"||
"USA"|"UCLA"|"Yes"|"Cline"|"David"||
"USA"|"UCLA"|"Yes"|"Cousins"|"Robert"||
"USA"|"UCLA"|"Yes"|"Erhan"|"Samim"||
"USA"|"UCLA"|"Yes"|"Everaerts"|"Pieter"||1
"USA"|"UCLA"|"Yes"|"Farrell"|"Chris"||1
"USA"|"UCLA"|"Yes"|"Hauser"|"Jay"||
"USA"|"UCLA"|"Yes"|"Ignatenko"|"Mikhail"||
"USA"|"UCLA"|"Yes"|"Otwinowski"|"Stanislaw"||
"USA"|"UCLA"|"No"|"Plager"|"Charles"||1
"USA"|"UCLA"|"Yes"|"Rakness"|"Gregory"||
"USA"|"UCLA"|"Yes"|"Saltzberg"|"David"||
"USA"|"UCLA"|"Yes"|"Takasugi"|"Eric"||1
"USA"|"UCLA"|"Yes"|"Valuev"|"Vyacheslav"||
"USA"|"UCLA"|"Yes"|"Wang"|"Han-Guo"||
"USA"|"UCLA"|"Yes"|"Weber"|"Matthias"||1
"USA"|"UCRIVERSIDE"|"Yes"|"Burt"|"Kira"||1
"USA"|"UCRIVERSIDE"|"Yes"|"Clare"|"Robert"||
"USA"|"UCRIVERSIDE"|"Yes"|"Ellison"|"John Anthony"||
"USA"|"UCRIVERSIDE"|"Yes"|"Gary"|"J William"||
"USA"|"UCRIVERSIDE"|"Yes"|"Hanson"|"Gail"||
"USA"|"UCRIVERSIDE"|"Yes"|"Heilman"|"Jesse"||
"USA"|"UCRIVERSIDE"|"Yes"|"Jandir"|"Pawandeep"||
"USA"|"UCRIVERSIDE"|"No"|"Jeng"|"Geng-Yuan"||1
"USA"|"UCRIVERSIDE"|"Yes"|"Kennedy"|"Elizabeth"||
"USA"|"UCRIVERSIDE"|"Yes"|"Lacroix"|"Florent"||
"USA"|"UCRIVERSIDE"|"Yes"|"Long"|"Owen Rosser"||
"USA"|"UCRIVERSIDE"|"Yes"|"Luthra"|"Arun"||
"USA"|"UCRIVERSIDE"|"Yes"|"Macintire"|"Doug"||
"USA"|"UCRIVERSIDE"|"Yes"|"Malberti"|"Martina"||
"USA"|"UCRIVERSIDE"|"Yes"|"Nguyen"|"Harold"||
"USA"|"UCRIVERSIDE"|"Yes"|"Olmedo Negrete"|"Manuel"||
"USA"|"UCRIVERSIDE"|"Yes"|"Seto"|"Richard"||
"USA"|"UCRIVERSIDE"|"Yes"|"Shrinivas"|"Amithabh"||
"USA"|"UCRIVERSIDE"|"Yes"|"Sumowidagdo"|"Suharyo"||
"USA"|"UCRIVERSIDE"|"Yes"|"Wei"|"Hua"||
"USA"|"UCRIVERSIDE"|"Yes"|"Wimpenny"|"Stephen"||
"USA"|"UCSB"|"Yes"|"Barge"|"Derek"||
"USA"|"UCSB"|"Yes"|"Bhandari"|"Rohan"||
"USA"|"UCSB"|"Yes"|"Bradmiller-Feld"|"John"||
"USA"|"UCSB"|"Yes"|"Campagnari"|"Claudio"||1
"USA"|"UCSB"|"Yes"|"Danielson"|"Thomas"||
"USA"|"UCSB"|"Yes"|"Dishaw"|"Adam"||
"USA"|"UCSB"|"Yes"|"Flowers"|"Kristen"||
"USA"|"UCSB"|"Yes"|"Franco Sevilla"|"Manuel"||
"USA"|"UCSB"|"Yes"|"Geffert"|"Paul"||
"USA"|"UCSB"|"Yes"|"George"|"Christopher"||1
"USA"|"UCSB"|"Yes"|"Golf"|"Frank"|1|1
"USA"|"UCSB"|"Yes"|"Gouskos"|"Loukas"||
"USA"|"UCSB"|"Yes"|"Gran"|"Jason"||1
"USA"|"UCSB"|"Yes"|"Heller"|"Ryan"||
"USA"|"UCSB"|"Yes"|"Incandela"|"Joe"||1
"USA"|"UCSB"|"Yes"|"Justus"|"Christopher"||
"USA"|"UCSB"|"Yes"|"Magaña Villalba"|"Ricardo"||
"USA"|"UCSB"|"Yes"|"Mccoll"|"Nickolas"||
"USA"|"UCSB"|"Yes"|"Mullin"|"Sam Daniel"||
"USA"|"UCSB"|"Yes"|"Pavlunin"|"Viktor"||
"USA"|"UCSB"|"Yes"|"Richman"|"Jeffrey"||
"USA"|"UCSB"|"Yes"|"Rossin"|"Roberto"|1|1
"USA"|"UCSB"|"Yes"|"Stuart"|"David"||
"USA"|"UCSB"|"Yes"|"To"|"Wing"||
"USA"|"UCSB"|"Yes"|"West"|"Christopher"||
"USA"|"UCSB"|"Yes"|"Witherell"|"Michael"||
"USA"|"UCSD"|"Yes"|"Branson"|"James G."||
"USA"|"UCSD"|"Yes"|"Cerati"|"Giuseppe Benedetto"||
"USA"|"UCSD"|"Yes"|"D'Agnolo"|"Raffaele Tito"||
"USA"|"UCSD"|"Yes"|"Fedus"|"William"||
"USA"|"UCSD"|"Yes"|"Georges"|"Alexander"||
"USA"|"UCSD"|"Yes"|"Gilbert"|"Dylan"||
"USA"|"UCSD"|"Yes"|"Holzner"|"André"||
"USA"|"UCSD"|"Yes"|"Kelley"|"Ryan"||
"USA"|"UCSD"|"Yes"|"Klein"|"Daniel"||1
"USA"|"UCSD"|"Yes"|"Kovalskyi"|"Dmytro"||
"USA"|"UCSD"|"Yes"|"Letts"|"James"||
"USA"|"UCSD"|"Yes"|"Macneill"|"Ian"||
"USA"|"UCSD"|"Yes"|"Olivito"|"Dominick"||1
"USA"|"UCSD"|"Yes"|"Padhi"|"Sanjay"|1|1
"USA"|"UCSD"|"Yes"|"Palmer"|"Christopher"||
"USA"|"UCSD"|"Yes"|"Pieri"|"Marco"||
"USA"|"UCSD"|"Yes"|"Sani"|"Matteo"||
"USA"|"UCSD"|"Yes"|"Sharma"|"Vivek"||
"USA"|"UCSD"|"Yes"|"Simon"|"Sean"||
"USA"|"UCSD"|"Yes"|"Tadel"|"Matevz"||
"USA"|"UCSD"|"Yes"|"Tanasijczuk"|"Andres"||
"USA"|"UCSD"|"Yes"|"Tu"|"Yanjun"||1
"USA"|"UCSD"|"Yes"|"Vartak"|"Adish"||
"USA"|"UCSD"|"Yes"|"Wasserbaech"|"Steven"||
"USA"|"UCSD"|"Yes"|"Welke"|"Charles"||1
"USA"|"UCSD"|"Yes"|"Würthwein"|"Frank"||1
"USA"|"UCSD"|"Yes"|"Yagil"|"Avraham"||1
"USA"|"UCSD"|"Yes"|"Yoo"|"Jaehyeok"||
"USA"|"UCSD"|"Yes"|"Zevi Della Porta"|"Giovanni"||1
"USA"|"VANDERBILT"|"Yes"|"Appelt"|"Eric"||
"USA"|"VANDERBILT"|"Yes"|"Delannoy"|"Andrés G."||1
"USA"|"VANDERBILT"|"Yes"|"Gabella"|"William"||
"USA"|"VANDERBILT"|"Yes"|"Greene"|"Senta"||
"USA"|"VANDERBILT"|"Yes"|"Gurrola"|"Alfredo"||1
"USA"|"VANDERBILT"|"Yes"|"Janjam"|"Ravi"||
"USA"|"VANDERBILT"|"Yes"|"Johns"|"Willard"||
"USA"|"VANDERBILT"|"Yes"|"Maguire"|"Charles"||
"USA"|"VANDERBILT"|"Yes"|"Mao"|"Yaxian"||
"USA"|"VANDERBILT"|"Yes"|"Melo"|"Andrew"||1
"USA"|"VANDERBILT"|"Yes"|"Ni"|"Hong"||
"USA"|"VANDERBILT"|"Yes"|"Rachlin"|"Bradley"||
"USA"|"VANDERBILT"|"Yes"|"Sharma"|"Monika"||
"USA"|"VANDERBILT"|"Yes"|"Sheldon"|"Paul"||1
"USA"|"VANDERBILT"|"Yes"|"Snook"|"Benjamin"||
"USA"|"VANDERBILT"|"Yes"|"Tuo"|"Shengquan"||
"USA"|"VANDERBILT"|"Yes"|"Velkovska"|"Julia"||
"USA"|"VANDERBILT"|"Yes"|"Xu"|"Qiao"||
"USA"|"VIRGINIA-UNIV"|"Yes"|"Arenton"|"Michael Wayne"||
"USA"|"VIRGINIA-UNIV"|"Yes"|"Boutle"|"Sarah"||1
"USA"|"VIRGINIA-UNIV"|"Yes"|"Cox"|"Bradley"||
"USA"|"VIRGINIA-UNIV"|"Yes"|"Feickert"|"Matthew"||
"USA"|"VIRGINIA-UNIV"|"Yes"|"Francis"|"Brian"||1
"USA"|"VIRGINIA-UNIV"|"Yes"|"Goodell"|"Joseph"||1
"USA"|"VIRGINIA-UNIV"|"Yes"|"Graber"|"Evan"||
"USA"|"VIRGINIA-UNIV"|"Yes"|"Hirosky"|"Robert"||1
"USA"|"VIRGINIA-UNIV"|"Yes"|"Katzenstein"|"Andrew"||
"USA"|"VIRGINIA-UNIV"|"Yes"|"Ledovskoy"|"Alexander"||
"USA"|"VIRGINIA-UNIV"|"Yes"|"Li"|"Hengne"||
"USA"|"VIRGINIA-UNIV"|"Yes"|"Lin"|"Chuanzhe"||
"USA"|"VIRGINIA-UNIV"|"Yes"|"Neu"|"Christopher"||1
"USA"|"VIRGINIA-UNIV"|"Yes"|"Wolfe"|"Evan"||
"USA"|"VIRGINIA-UNIV"|"Yes"|"Wood"|"John"||1
"USA"|"VIRGINIA-UNIV"|"Yes"|"Xia"|"Fan"||
"USA"|"WAYNE"|"Yes"|"Clarke"|"Christopher"||1
"USA"|"WAYNE"|"No"|"Gollapinni"|"Sowjanya"||1
"USA"|"WAYNE"|"Yes"|"Harr"|"Robert"||1
"USA"|"WAYNE"|"Yes"|"Karchin"|"Paul Edmund"||1
"USA"|"WAYNE"|"Yes"|"Kottachchi Kankanamge Don"|"Chamath"||1
"USA"|"WAYNE"|"Yes"|"Lamichhane"|"Pramod"||1
"USA"|"WAYNE"|"No"|"Mattson"|"Mark"||1
"USA"|"WAYNE"|"No"|"Mcgee"|"Kellen"||1
"USA"|"WAYNE"|"Yes"|"Milstène"|"Caroline"||1
"USA"|"WAYNE"|"Yes"|"Siehl"|"Kevin"||1
"USA"|"WAYNE"|"Yes"|"Sturdy"|"Jared"||1
"USA"|"WISCONSIN"|"Yes"|"Belknap"|"Donald"||
"USA"|"WISCONSIN"|"Yes"|"Borrello"|"Laura"||
"USA"|"WISCONSIN"|"Yes"|"Carlsmith"|"Duncan"||
"USA"|"WISCONSIN"|"Yes"|"Cepeda"|"Maria"||1
"USA"|"WISCONSIN"|"Yes"|"Dasu"|"Sridhara"||
"USA"|"WISCONSIN"|"Yes"|"Dodd"|"Laura"||
"USA"|"WISCONSIN"|"Yes"|"Duric"|"Senka"||
"USA"|"WISCONSIN"|"Yes"|"Friis"|"Evan"||
"USA"|"WISCONSIN"|"Yes"|"Grothe"|"Monika"||
"USA"|"WISCONSIN"|"Yes"|"Herndon"|"Matthew"||1
"USA"|"WISCONSIN"|"Yes"|"Herndon"|"Matthew"||1
"USA"|"WISCONSIN"|"Yes"|"Klabbers"|"Pamela"||
"USA"|"WISCONSIN"|"Yes"|"Lanaro"|"Armando"||
"USA"|"WISCONSIN"|"Yes"|"Lazaridis"|"Christos"||
"USA"|"WISCONSIN"|"Yes"|"Levine"|"Aaron"||1
"USA"|"WISCONSIN"|"Yes"|"Long"|"Kenneth"||
"USA"|"WISCONSIN"|"Yes"|"Loveless"|"Richard"||
"USA"|"WISCONSIN"|"Yes"|"Mohapatra"|"Ajit"||
"USA"|"WISCONSIN"|"Yes"|"Ojalvo"|"Isabel"||
"USA"|"WISCONSIN"|"Yes"|"Palmonari"|"Francesco"||
"USA"|"WISCONSIN"|"Yes"|"Perry"|"Thomas"||
"USA"|"WISCONSIN"|"Yes"|"Pierro"|"Giuseppe Antonio"||
"USA"|"WISCONSIN"|"Yes"|"Polese"|"Giovanni"||
"USA"|"WISCONSIN"|"Yes"|"Ross"|"Ian"||
"USA"|"WISCONSIN"|"Yes"|"Ruggles"|"Tyler"||
"USA"|"WISCONSIN"|"No"|"Sakharov"|"Alexandre"||1
"USA"|"WISCONSIN"|"Yes"|"Sarangi"|"Tapas"||
"USA"|"WISCONSIN"|"Yes"|"Savin"|"Alexander"||
"USA"|"WISCONSIN"|"Yes"|"Smith"|"Nicholas"||
"USA"|"WISCONSIN"|"Yes"|"Smith"|"Wesley H."||
"USA"|"WISCONSIN"|"Yes"|"Taylor"|"Devin"||
"USA"|"WISCONSIN"|"Yes"|"Vuosalo"|"Carl"||
"USA"|"WISCONSIN"|"Yes"|"Woods"|"Nathaniel"||
